"m","n"
"Module tensorflow.python.autograph.converters.call_trees_test",112
"Module bijectors.softplus",112
"Module tensorflow.contrib.boosted_trees.python.ops.model_ops",112
"Module tensorflow.contrib.distributions.python.ops.bijectors.softplus",112
"Module tensorflow.contrib.graph_editor.tests.util_test",112
"Module tensorflow.contrib.kernel_methods.python.mappers.random_fourier_features",112
"Module tensorflow.python.ops.ragged.ragged_to_tensor_op_test",111
"Module tensorflow.python.grappler.cost_analyzer_test",111
"Module tensorflow.contrib.eager.python.examples.densenet.densenet_graph_test",111
"Module tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary",111
"Module tensorflow.contrib.distributions.python.ops.bijectors.kumaraswamy",111
"Module tensorflow.contrib.learn.python.learn.learn_io.pandas_io",111
"Module bijectors.kumaraswamy",111
"Module tensorflow.python.data.experimental.ops.stats_aggregator",111
"Module tensorflow.python.kernel_tests.decode_raw_op_test",111
"Module ragged.ragged_to_tensor_op_test",111
"Module tensorflow.python.keras.saving.save",110
"Module tensorflow.python.ops.matmul_benchmark",110
"Module tensorflow.contrib.model_pruning.examples.cifar10.cifar10_eval",110
"Module tensorflow.python.data.kernel_tests.iterator_checkpoint_test",110
"Module tensorflow.examples.speech_commands.train_test",110
"Module tensorflow.python.kernel_tests.dense_update_ops_no_tsan_test",110
"Module tensorflow.contrib.opt.python.training.multitask_optimizer_wrapper",110
"Module tensorflow.python.grappler.cost_analyzer_tool",109
"Module tensorflow.compiler.tests.gather_nd_op_test",109
"Module tensorflow.python.autograph.utils.ag_logging",109
"Module tensorflow.tools.compatibility.tf_upgrade_test",109
"Module tensorflow.contrib.opt.python.training.variable_clipping_optimizer",109
"Module tensorflow.python.kernel_tests.softplus_op_test",109
"Module tensorflow.python.keras.distribute.keras_image_model_correctness_test",109
"Module tensorflow.contrib.image.python.ops.single_image_random_dot_stereograms",109
"Module tensorflow.compiler.tests.lstm",108
"Module tensorflow.python.keras.utils.tf_utils_test",108
"Module tensorflow.python.tpu.tpu_sharding_test",108
"Module tensorflow.python.kernel_tests.bcast_ops_test",108
"Module html.__init__",108
"Module tensorflow.contrib.training.python.training.resample",108
"Module tensorflow.python.data.experimental.kernel_tests.matching_files_test",108
"Module tensorflow.contrib.cmake.tools.create_def_file",107
"Module tensorflow.python.training.momentum",107
"Module tensorflow.contrib.rate.rate",107
"Module tensorflow.python.distribute.cross_device_utils_test",107
"Module tensorflow.compiler.tests.extract_image_patches_op_test",107
"Module tensorflow.python.framework.errors_test",107
"Module tensorflow.contrib.training.python.training.feeding_queue_runner_test",107
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.affine_scalar_test",107
"Module tensorflow.contrib.labeled_tensor.__init__",107
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.softplus_test",107
"Module tensorflow.python.keras.engine.correctness_test",106
"Module tensorflow.contrib.image.python.ops.distort_image_ops",106
"Module tensorflow.python.__init__",106
"Module tensorflow.tools.test.run_and_gather_logs",106
"Module tensorflow.contrib.distribute.python.parameter_server_strategy",106
"Module tensorflow.python.autograph.core.converter_test",106
"Module tensorflow.python.autograph.pyct.parser",106
"Module tensorflow.tools.compatibility.ipynb",106
"Module tensorflow.contrib.mpi_collectives.mpi_allreduce_test",105
"Module ops.script_ops",105
"Module tensorflow.contrib.learn.python.learn.preprocessing.categorical",105
"Module tensorflow.contrib.framework.python.ops.script_ops",105
"Module email.parser",105
"Module tensorflow.python.tools.api.generator.create_python_api_test",105
"Module tensorflow.python.tpu.tpu_infeed_test",105
"Module tensorflow.python.keras.layers.preprocessing.preprocessing_test_utils",105
"Module tensorflow.examples.label_image.label_image",105
"Module tensorflow.python.grappler.graph_placer_test",105
"Module tensorflow.python.kernel_tests.base64_ops_test",105
"Module tensorflow.python.debug.examples.debug_tflearn_iris",105
"Module tensorflow.python.data.util.options",105
"Module tensorflow.python.training.adadelta",104
"Module tensorflow.contrib.testing.python.framework.fake_summary_writer",104
"Module tensorflow.python.training.training",104
"Module tensorflow.contrib.opt.python.training.nadam_optimizer_test",104
"Module tensorflow.python.kernel_tests.listdiff_op_test",104
"Module tensorflow.contrib.linear_optimizer.python.ops.sparse_feature_column",104
"Module _compression",104
"Module tensorflow.contrib.quantize.python.quant_ops_test",104
"Module tensorflow.contrib.solvers.python.ops.linear_equations",103
"Module tensorflow.python.keras.distribute.keras_optimizer_v2_test",103
"Module tensorflow.contrib.kernel_methods.python.losses",103
"Module tensorflow.python.autograph.converters.break_statements_test",103
"Module tensorflow.python.framework.tensor_conversion_registry",103
"Module tensorflow.contrib.distribute.python.examples.mnist_eager_multigpu",103
"Module tensorflow.python.ops.signal.window_ops",103
"Module tensorflow.python.util.tf_should_use_test",103
"Module tensorflow.python.distribute.model_collection.simple_models",103
"Module tensorflow.contrib.data.python.ops.sliding",103
"Module bijectors.scale_tril",102
"Module tensorflow.python.feature_column.utils",102
"Module tensorflow.python.debug.wrappers.dumping_wrapper",102
"Module tensorflow.compiler.tests.proximal_gradient_descent_test",102
"Module tensorflow.contrib.constrained_optimization.python.constrained_minimization_problem",102
"Module tensorflow.contrib.distributions.python.ops.bijectors.scale_tril",102
"Module python.util.graph_compute_order_test",102
"Module tensorflow.contrib.eager.python.examples.revnet.cifar_tfrecords",102
"Module tensorflow.contrib.eager.python.examples.rnn_ptb.rnn_ptb_test",102
"Module tensorflow.contrib.receptive_field.python.util.graph_compute_order_test",102
"Module ragged.segment_id_ops",102
"Module tensorflow.python.kernel_tests.extract_volume_patches_op_test",102
"Module tensorflow.python.ops.ragged.segment_id_ops",102
"Module tensorflow.contrib.training.python.training.device_setter",101
"Module bijectors.softmax_centered",101
"Module tensorflow.python.kernel_tests.io_ops_test",101
"Module tensorflow.python.autograph.core.converter_testing",101
"Module tensorflow.python.kernel_tests.random.util",101
"Module tensorflow.python.keras.distribute.multi_worker_optimizer_comparison_test",101
"Module colorsys",101
"Module tensorflow.contrib.eager.python.examples.gan.mnist_graph_test",101
"Module tensorflow.python.ops.sort_ops_test",101
"Module tensorflow.contrib.distributions.python.ops.bijectors.softmax_centered",101
"Module tensorflow.contrib.quantize.python.common_test",101
"Module tensorflow.contrib.training.python.training.sgdr_learning_rate_decay_test",101
"Module tensorflow.python.training.adagrad",101
"Module tensorflow.python.feature_column.dense_features",101
"Module tensorflow.contrib.model_pruning.python.strip_pruning_vars_lib",100
"Module tensorflow.python.grappler.tf_optimizer_test",100
"Module fnmatch",100
"Module tensorflow.contrib.testing.python.framework.util_test",100
"Module tensorflow.compiler.tests.addsign_test",100
"Module tensorflow.contrib.distributions.python.kernel_tests.poisson_lognormal_test",100
"Module tensorflow.python.data.experimental.kernel_tests.tf_record_writer_test",100
"Module tensorflow.compiler.tests.powersign_test",100
"Module tensorflow.compiler.tests.function_test",100
"Module tensorflow.contrib.labeled_tensor.python.ops.sugar",100
"Module tensorflow.python.summary.plugin_asset",100
"Module tensorflow.compiler.tests.matrix_triangular_solve_op_test",100
"Module bijectors.gumbel",99
"Module tensorflow.python.data.experimental.kernel_tests.directed_interleave_dataset_test",99
"Module tensorflow.contrib.distributions.python.ops.bijectors.gumbel",99
"Module tensorflow.contrib.optimizer_v2.momentum",99
"Module tensorflow.python.data.experimental.kernel_tests.serialization.shuffle_dataset_serialization_test",99
"Module tensorflow.contrib.constrained_optimization.python.external_regret_optimizer_test",99
"Module tensorflow.contrib.learn.python.learn.estimators.nonlinear_test",99
"Module tensorflow.python.util.object_identity",99
"Module tensorflow.python.keras.datasets.reuters",99
"Module tensorflow.python.autograph.converters.directives",99
"Module tensorflow.contrib.gan.python.eval.python.sliced_wasserstein_test",98
"Module tensorflow.python.debug.lib.grpc_tensorflow_server",98
"Module tensorflow.python.util.decorator_utils",98
"Module tensorflow.tools.common.public_api",98
"Module tensorflow.python.training.tensorboard_logging",98
"Module eval.python.sliced_wasserstein_test",98
"Module tensorflow.python.training.slot_creator_test",98
"Module ragged.ragged_expand_dims_op_test",98
"Module tensorflow.python.kernel_tests.numerics_test",98
"Module tensorflow.python.ops.ragged.ragged_expand_dims_op_test",98
"Module tensorflow.contrib.keras.api.keras.layers.__init__",98
"Module encodings.__init__",97
"Module tensorflow.compiler.tests.rmsprop_test",97
"Module kernel_tests.beam_search_ops_test",97
"Module tensorflow.python.ops.ragged.ragged_functional_ops",97
"Module ragged.ragged_functional_ops",97
"Module tensorflow.contrib.layers.python.ops.sparse_feature_cross_op",97
"Module tensorflow.contrib.gan.python.eval.python.eval_utils_impl",97
"Module eval.python.eval_utils_impl",97
"Module tensorflow.python.autograph.converters.break_statements",97
"Module tensorflow.python.kernel_tests.distributions.kullback_leibler_test",97
"Module tensorflow.python.keras.preprocessing.text_test",97
"Module tensorflow.contrib.slim.python.slim.data.dataset_data_provider_test",97
"Module distutils.config",97
"Module tensorflow.python.util.lock_util",97
"Module tensorflow.python.debug.cli.cli_config_test",97
"Module tensorflow.compiler.tests.dense_layer_test",97
"Module tensorflow.python.data.experimental.kernel_tests.rejection_resample_test",97
"Module tensorflow.contrib.seq2seq.python.kernel_tests.beam_search_ops_test",97
"Module tensorflow.python.grappler.controller",96
"Module tensorflow.contrib.training.python.training.device_setter_test",96
"Module tensorflow.python.keras.engine.node",96
"Module tensorflow.python.ops.sparse_ops_test",96
"Module features.python.random_tensor_pool_test",96
"Module tensorflow.examples.saved_model.integration_tests.use_mnist_cnn",96
"Module tensorflow.python.autograph.operators.slices",96
"Module tensorflow.python.data.benchmarks.meta_benchmark",96
"Module tensorflow.contrib.gan.python.features.python.random_tensor_pool_test",96
"Module tensorflow.python.distribute.one_device_strategy_test",96
"Module tensorflow.compiler.tests.adadelta_test",96
"Module tensorflow.contrib.distributions.python.ops.bijectors.power_transform",95
"Module tensorflow.compiler.tests.stateless_random_ops_test",95
"Module bijectors.power_transform",95
"Module tensorflow.tools.test.system_info_lib",95
"Module tensorflow.examples.saved_model.integration_tests.saved_model_test",95
"Module tensorflow.python.kernel_tests.candidate_sampler_ops_test",95
"Module tensorflow.python.kernel_tests.draw_bounding_box_op_test",95
"Module layers.encoders_test",95
"Module tensorflow.contrib.layers.python.layers.encoders_test",95
"Module tensorflow.python.data.kernel_tests.filter_test_base",95
"Module tensorflow.python.kernel_tests.bincount_op_test",95
"Module tensorflow.contrib.distributions.python.ops.bijectors.absolute_value",95
"Module bijectors.absolute_value",95
"Module tensorflow.python.tpu.profiler.profiler_analysis_pb2_grpc",95
"Module tensorflow.python.tools.optimize_for_inference",95
"Module tensorflow.python.training.training_util_test",95
"Module tensorflow.compiler.xla.python_api.types",94
"Module bijectors.ordered",94
"Module tensorflow.python.framework.traceable_stack",94
"Module tensorflow.contrib.distributions.python.ops.bijectors.ordered",94
"Module tensorflow.contrib.batching.python.ops.batch_ops",94
"Module tensorflow.python.eager.tape",93
"Module tensorflow.compiler.tests.lrn_ops_test",93
"Module tensorflow.python.training.proximal_adagrad",93
"Module tensorflow.examples.tutorials.mnist.mnist",93
"Module tensorflow.lite.experimental.microfrontend.python.ops.audio_microfrontend_op",93
"Module tensorflow.contrib.ffmpeg.ffmpeg_ops",93
"Module tensorflow.contrib.model_pruning.python.layers.layers_test",93
"Module tensorflow.compiler.tests.adamax_test",93
"Module tensorflow.python.data.experimental.kernel_tests.override_threadpool_test",93
"Module tensorflow.python.distribute.checkpoint_utils_test",93
"Module codeop",92
"Module tensorflow.python.keras.layers.serialization_test",92
"Module tensorflow.python.ops.numerics",92
"Module tensorflow.python.layers.utils_test",92
"Module tensorflow.python.eager.remote",92
"Module tensorflow.python.ops.split_benchmark",92
"Module tensorflow.lite.testing.generate_examples_report",92
"Module tensorflow.python.framework.composite_tensor_utils",92
"Module tensorflow.python.keras.backend_config",92
"Module tensorflow.lite.experimental.micro.examples.micro_vision.utils.raw_to_bitmap_test",92
"Module tensorflow.python.kernel_tests.sparse_reorder_op_test",92
"Module tensorflow.python.autograph.pyct.anno",92
"Module tensorflow.tools.compatibility.update.generate_v2_reorders_map",92
"Module tensorflow.contrib.learn.python.learn.evaluable",92
"Module tensorflow.python.util.module_wrapper_test",91
"Module tensorflow.python.kernel_tests.batch_gather_op_test",91
"Module bijectors.matrix_inverse_tril",91
"Module tensorflow.contrib.distributions.python.ops.bijectors.matrix_inverse_tril",91
"Module tensorflow.python.ops.matmul_benchmark_test",91
"Module tensorflow.python.grappler.item_test",91
"Module tensorflow.contrib.data.python.ops.iterator_ops",91
"Module genericpath",91
"Module tensorflow.compiler.tests.adagrad_test",91
"Module tensorflow.contrib.__init__",91
"Module tensorflow.python.autograph.pyct.compiler",91
"Module tensorflow.lite.experimental.micro.examples.micro_speech.apollo3.compare_1k",91
"Module tensorflow.contrib.slim.python.slim.nets.overfeat",91
"Module tensorflow.contrib.session_bundle.example.export_half_plus_two",91
"Module tensorflow.python.autograph.pyct.pretty_printer",91
"Module tensorflow.contrib.slim.python.slim.nets.alexnet",91
"Module tensorflow.contrib.eager.python.examples.linear_regression.linear_regression",91
"Module tensorflow.python.kernel_tests.extract_image_patches_op_test",91
"Module tensorflow.python.data.experimental.benchmarks.csv_dataset_benchmark",90
"Module tensorflow.python.ops.linalg.adjoint_registrations",90
"Module tensorflow.python.autograph.pyct.compiler_test",90
"Module tensorflow.contrib.factorization.python.kernel_tests.wals_solver_ops_test",90
"Module tensorflow.python.kernel_tests.dense_update_ops_test",90
"Module tensorflow.python.grappler.cluster",90
"Module tensorflow.contrib.solvers.python.kernel_tests.linear_equations_test",90
"Module tensorflow.python.kernel_tests.conv2d_backprop_filter_grad_test",90
"Module tensorflow.python.kernel_tests.linalg.linear_operator_toeplitz_test",90
"Module linalg.adjoint_registrations",90
"Module tensorflow.examples.speech_commands.models_test",90
"Module tensorflow.contrib.learn.python.learn.learn_io.io_test",89
"Module tensorflow.python.kernel_tests.random.random_binomial_test",89
"Module tensorflow.python.kernel_tests.argmax_op_test",89
"Module tensorflow.python.data.experimental.kernel_tests.shuffle_and_repeat_test",89
"Module tensorflow.contrib.learn.python.learn.utils.input_fn_utils",89
"Module tensorflow.contrib.mpi_collectives.python.ops.mpi_ops",89
"Module tensorflow.python.ops.ragged.ragged_batch_gather_ops",89
"Module tensorflow.python.keras.engine.control_flow_test",89
"Module tensorflow.python.kernel_tests.regex_replace_op_test",89
"Module ragged.ragged_batch_gather_ops",89
"Module tensorflow.contrib.fused_conv.python.ops.fused_conv2d_bias_activation_op",89
"Module tensorflow.python.keras.utils.kernelized_utils",89
"Module tensorflow.python.autograph.core.naming",89
"Module tensorflow.compiler.tests.data_format_ops_test",89
"Module tensorflow.contrib.fused_conv.python.ops.tensorrt_fused_conv_test",88
"Module tensorflow.python.training.saving.functional_saver_test",88
"Module tensorflow.python.autograph.converters.directives_test",88
"Module tensorflow.python.keras.engine.training_gpu_test",88
"Module tensorflow.contrib.optimizer_v2.adadelta",88
"Module tensorflow.contrib.periodic_resample.python.kernel_tests.periodic_resample_op_test",88
"Module tensorflow.python.tools.saved_model_utils",88
"Module tensorflow.python.framework.smart_cond",88
"Module tensorflow.python.data.experimental.ops.stats_ops",88
"Module tensorflow.python.kernel_tests.gradient_correctness_test",88
"Module tensorflow.contrib.solvers.python.ops.least_squares",88
"Module tensorflow.python.autograph.lang.special_functions",88
"Module tensorflow.contrib.optimizer_v2.adagrad",88
"Module tensorflow.contrib.opt.python.training.lars_optimizer_test",88
"Module tensorflow.python.profiler.profile_context_test",88
"Module tensorflow.compiler.tests.sparse_to_dense_op_test",87
"Module tensorflow.python.platform.flags_test",87
"Module tensorflow.python.keras.utils.io_utils_test",87
"Module tensorflow.contrib.timeseries.examples.predict",87
"Module tensorflow.contrib.solvers.python.kernel_tests.util_test",87
"Module tensorflow.python.keras.metrics_functional_test",86
"Module tensorflow.examples.get_started.regression.custom_regression",86
"Module tensorflow.python.saved_model.signature_constants",86
"Module tensorflow.lite.python.optimize.calibrator_test",86
"Module tensorflow.python.kernel_tests.norm_op_test",86
"Module tensorflow.python.data.experimental.kernel_tests.ignore_errors_test",86
"Module tensorflow.python.debug.lib.session_debug_file_test",86
"Module tensorflow.python.util.function_utils",86
"Module tensorflow.python.kernel_tests.linalg.linear_operator_inversion_test",86
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.test_utils",86
"Module tensorflow.python.util.dispatch_test",86
"Module tensorflow.python.autograph.converters.logical_expressions",86
"Module tensorflow.compiler.tests.cholesky_op_test",86
"Module tensorflow.python.util.all_util",86
"Module tensorflow.python.tools.strip_unused_lib",86
"Module tensorflow.contrib.boosted_trees.python.ops.batch_ops_utils",86
"Module tensorflow.contrib.linear_optimizer.python.ops.sharded_mutable_dense_hashtable_test",85
"Module tensorflow.python.data.experimental.kernel_tests.get_single_element_test",85
"Module curses.ascii",85
"Module tensorflow.tools.build_info.gen_build_info",85
"Module tensorflow.contrib.session_bundle.gc_test",85
"Module tensorflow.python.data.experimental.kernel_tests.serialization.checkpoint_input_pipeline_hook_test",85
"Module tensorflow.python.data.experimental.kernel_tests.serialization.parallel_map_dataset_serialization_test",85
"Module tensorflow.python.compiler.tensorrt.test.biasadd_matmul_test",85
"Module tensorflow.contrib.learn.python.learn.estimators.rnn_common_test",85
"Module tensorflow.python.autograph.utils.tensor_list_test",84
"Module tensorflow.python.data.experimental.kernel_tests.serialization.range_dataset_serialization_test",84
"Module ragged.ragged_range_op_test",84
"Module tensorflow.python.data.experimental.kernel_tests.serialization.map_dataset_serialization_test",84
"Module tensorflow.python.ops.ragged.ragged_range_op_test",84
"Module tensorflow.python.ops.signal.mfcc_ops",84
"Module tensorflow.tools.tensorflow_builder.compat_checker.compat_checker_test",84
"Module tensorflow.python.kernel_tests.batch_scatter_ops_test",84
"Module tensorflow.contrib.kinesis.python.kernel_tests.kinesis_test",84
"Module tensorflow.python.compiler.xla.jit",84
"Module tensorflow.python.autograph.utils.py_func",84
"Module tensorflow.python.kernel_tests.decode_image_op_test",84
"Module tensorflow.python.compiler.tensorrt.test.quantization_test",83
"Module tensorflow.contrib.ffmpeg.encode_audio_op_test",83
"Module tensorflow.contrib.nn.python.ops.scaled_softplus",83
"Module tensorflow.examples.speech_commands.freeze_test",83
"Module tensorflow.python.ops.batch_ops",83
"Module tensorflow.python.autograph.converters.lists_test",83
"Module tensorflow.contrib.opt.python.training.multitask_optimizer_wrapper_test",83
"Script tensorflow.tools.ci_build.copy_binary",83
"Module tensorflow.python.ops.ragged.ragged_squeeze_op",83
"Module tensorflow.python.data.experimental.kernel_tests.prefetch_with_slack_test",83
"Module tensorflow.python.kernel_tests.scalar_test",83
"Module ragged.ragged_squeeze_op",83
"Module tensorflow.python.keras.distribute.keras_stateful_lstm_model_correctness_test",83
"Module tensorflow.contrib.tensor_forest.hybrid.python.hybrid_model",83
"Module tensorflow.python.training.tracking.benchmarks_test",83
"Module tensorflow.python.profiler.internal.model_analyzer_testlib",83
"Module tensorflow.contrib.distributions.python.kernel_tests.moving_stats_test",83
"Module tensorflow.contrib.labeled_tensor.python.ops.io_ops_test",83
"Module tensorflow.python.grappler.graph_placer",83
"Module tensorflow.contrib.distributions.python.kernel_tests.normal_conjugate_posteriors_test",83
"Module tensorflow.compiler.tests.stack_ops_test",83
"Module tensorflow.contrib.learn.python.learn.learn_io.dask_io",83
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.softmax_centered_test",82
"Module tensorflow.python.debug.cli.readline_ui",82
"Module tensorflow.contrib.eager.python.tfe_test",82
"Module tensorflow.lite.experimental.micro.tools.make.generate_keil_project",82
"Script api_template.__init__.py",82
"Module tensorflow.contrib.input_pipeline.python.ops.input_pipeline_ops",82
"Module tensorflow.python.ops.cudnn_rnn_grad",82
"Module tensorflow.python.keras.saving.save_test",82
"Module tensorflow.contrib.checkpoint.python.containers_test",82
"Module tensorflow.contrib.opt.python.training.reg_adagrad_optimizer",82
"Module tensorflow.contrib.model_pruning.examples.cifar10.cifar10_train",82
"Module tensorflow.python.compiler.tensorrt.test.reshape_transpose_test",81
"Module tensorflow.python.ops.resources",81
"Module tensorflow.contrib.model_pruning.python.pruning_utils_test",81
"Module tensorflow.python.kernel_tests.summary_v1_ops_test",81
"Module tensorflow.python.keras.utils.losses_utils",81
"Module tensorflow.python.kernel_tests.matrix_square_root_op_test",81
"Module tensorflow.python.debug.lib.debug_service_pb2_grpc",81
"Module tensorflow.python.platform.resource_loader",81
"Module tensorflow.contrib.learn.python.learn.datasets.__init__",80
"Module tensorflow.python.eager.device_placement_test",80
"Module linalg.inverse_registrations",80
"Module tensorflow.python.ops.linalg.inverse_registrations",80
"Module tensorflow.contrib.distributions.python.ops.bijectors.invert",80
"Module bijectors.invert",80
"Module tensorflow.contrib.gan.python.features.python.random_tensor_pool_impl",80
"Module features.python.random_tensor_pool_impl",80
"Module tensorflow.python.debug.lib.debug_grappler_test",80
"Module tensorflow.contrib.eager.python.examples.revnet.cifar_input",80
"Module ragged.ragged_tensor_value",80
"Script api_template_v1.__init__.py",80
"Module tensorflow.contrib.learn.python.learn.export_strategy",80
"Module multiprocessing.dummy.__init__",80
"Module tensorflow.contrib.opt.python.training.drop_stale_gradient_optimizer",80
"Module tensorflow.contrib.distribute.python.examples.keras_mnist",80
"Module tensorflow.python.ops.ragged.ragged_tensor_value",80
"Module tensorflow.contrib.gan.python.features.python.conditioning_utils_impl",79
"Module tensorflow.python.kernel_tests.aggregate_ops_test",79
"Module features.python.conditioning_utils_impl",79
"Module tensorflow.lite.tutorials.dataset",79
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.decisions_to_data_then_nn_test",79
"Module tensorflow.contrib.eager.python.examples.linear_regression.linear_regression_test",79
"Module tensorflow.python.training.localhost_cluster_performance_test",79
"Module tensorflow.python.keras.ops",79
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.ordered_test",79
"Module tensorflow.contrib.checkpoint.python.python_state_test",79
"Module tensorflow.python.data.experimental.kernel_tests.replicate_cluster_test",79
"Module tensorflow.python.keras.layers.rnn_cell_wrapper_v2",79
"Module tensorflow.contrib.labeled_tensor.python.ops.sugar_test",79
"Module tensorflow.tools.compatibility.testdata.test_file_v1_12",79
"Module six.moves.urllib_request",79
"Module tensorflow.contrib.checkpoint.python.visualize",79
"Module tensorflow.contrib.timeseries.examples.multivariate",78
"Module tensorflow.python.training.tensorboard_logging_test",78
"Module bisect",78
"Module tensorflow.python.keras.constraints_test",78
"Module tensorflow.contrib.opt.python.training.lazy_adam_gs_optimizer",78
"Module tensorflow.python.compat.compat_test",78
"Module _sitebuiltins",78
"Module tensorflow.python.data.experimental.benchmarks.unbatch_benchmark",78
"Module tensorflow.contrib.slim.python.slim.data.test_utils",78
"Module tensorflow.contrib.distributions.python.kernel_tests.estimator_test",78
"Module tensorflow.python.saved_model.revived_types_test",78
"Module tensorflow.python.ops.control_flow_ops_benchmark",78
"Module tensorflow.contrib.tfprof.model_analyzer",77
"Module tensorflow.python.autograph.converters.function_scopes",77
"Module tensorflow.python.kernel_tests.linalg.linear_operator_lower_triangular_test",77
"Module tensorflow.python.framework.versions",77
"Module tensorflow.contrib.predictor.testing_common",77
"Module tensorflow.contrib.learn.python.learn.estimators.logistic_regressor_test",77
"Module tensorflow.python.ops.standard_ops",77
"Module tensorflow.python.training.proximal_gradient_descent",77
"Module tensorflow.python.training.tracking.layer_utils",77
"Module tensorflow.contrib.rnn.python.tools.checkpoint_convert_test",77
"Module tensorflow.python.data.experimental.kernel_tests.optimization.hoist_random_uniform_test",76
"Module tensorflow.python.util.example_parser_configuration",76
"Module tensorflow.contrib.checkpoint.python.split_dependency_test",76
"Module tensorflow.examples.tutorials.layers.cnn_mnist",76
"Module tensorflow.python.keras.engine.partial_batch_padding_handler",76
"Module tensorflow.python.autograph.lang.special_functions_test",76
"Module tensorflow.lite.python.lite_flex_test",76
"Module tensorflow.python.kernel_tests.signal.window_ops_test",76
"Module tensorflow.python.distribute.device_util",76
"Module tensorflow.python.debug.lib.profiling",76
"Module tensorflow.python.data.util.traverse_test",75
"Module tensorflow.python.keras.utils.kernelized_utils_test",75
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_filter_fusion_test",75
"Module tensorflow.python.distribute.keras_metrics_test",75
"Module __future__",75
"Module tensorflow.python.data.util.options_test",75
"Module tensorflow.contrib.slim.python.slim.model_analyzer",75
"Module _threading_local",75
"Module tensorflow.python.ops.signal.reconstruction_ops",75
"Module tensorflow.python.kernel_tests.linalg.linear_operator_householder_test",75
"Module tensorflow.python.autograph.core.function_wrappers",74
"Module tensorflow.python.keras.regularizers",74
"Module tensorflow.python.kernel_tests.summary_v1_image_op_test",74
"Module tensorflow.python.data.experimental.kernel_tests.dense_to_sparse_batch_test",74
"Module tensorflow.python.data.experimental.ops.threadpool",74
"Module tensorflow.python.compiler.tensorrt.test.dynamic_input_shapes_test",74
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.softsign_test",74
"Module tensorflow.python.framework.traceable_stack_test",74
"Module tensorflow.examples.speech_commands.label_wav_dir",74
"Module tensorflow.contrib.rpc.python.kernel_tests.rpc_op_test_servicer",74
"Module tensorflow.python.distribute.step_fn",74
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.affine_linear_operator_test",74
"Module tensorflow.contrib.opt.python.training.nadam_optimizer",73
"Module tensorflow.python.util.decorator_utils_test",73
"Module tkinter.constants",73
"Module tensorflow.contrib.kafka.python.kernel_tests.kafka_test",73
"Module tensorflow.contrib.learn.python.learn.ops.seq2seq_ops_test",73
"Module tensorflow.python.kernel_tests.string_to_number_op_test",73
"Module tensorflow.python.debug.examples.debug_keras",73
"Module tensorflow.contrib.opt.python.training.lazy_adam_optimizer",73
"Module tensorflow.python.distribute.single_loss_example",73
"Module tensorflow.contrib.slim.python.slim.data.data_provider",73
"Module tensorflow.python.data.experimental.benchmarks.snapshot_dataset_benchmark",73
"Module tensorflow.python.eager.monitoring_test",73
"Module tensorflow.python.compiler.tensorrt.test.unary_test",73
"Module tensorflow.python.training.tracking.base_test",73
"Module tensorflow.python.kernel_tests.extract_volume_patches_grad_test",73
"Module tensorflow.python.ops.ragged.ragged_from_sparse_op_test",72
"Module framework.graph_util_test",72
"Module tensorflow.python.data.experimental.benchmarks.matching_files_benchmark",72
"Module tensorflow.lite.tools.accuracy.ilsvrc.generate_validation_labels",72
"Module tensorflow.python.eager.function_defun_collection_test",72
"Module tensorflow.contrib.framework.python.framework.graph_util_test",72
"Module ragged.ragged_from_sparse_op_test",72
"Module tkinter.messagebox",72
"Module tensorflow.python.saved_model.simple_save",72
"Module tensorflow.python.keras.mixed_precision.experimental.test_util",72
"Module tensorflow.contrib.cmake.python_sanity_test",72
"Module tensorflow.python.platform.flags",72
"Module tensorflow.python.compiler.tensorrt.test.combined_nms_test",72
"Module tensorflow.python.tpu.preempted_hook",72
"Module experimental.test_util",72
"Module tensorflow.contrib.eager.python.examples.gan.mnist_test",72
"Module tensorflow.python.keras.engine.training_v2_utils_test",72
"Module tensorflow.python.keras.layers.advanced_activations_test",72
"Module tensorflow.python.kernel_tests.cumulative_logsumexp_test",72
"Module tensorflow.python.data.benchmarks.list_files_benchmark",71
"Module tensorflow.contrib.timeseries.python.timeseries.model_utils",71
"Module tensorflow.python.training.saving.saveable_object",71
"Module tensorflow.examples.speech_commands.label_wav",71
"Module tensorflow.python.data.experimental.ops.writers",71
"Module tensorflow.contrib.distribute.python.optimizer_v2_test",71
"Module tensorflow.python.data.experimental.kernel_tests.optimization.inject_prefetch_test",71
"Module tensorflow.contrib.slim.python.slim.summaries_test",71
"Module tensorflow.python.data.kernel_tests.zip_test",71
"Module tensorflow.python.autograph.operators.symbols",71
"Module tensorflow.python.saved_model.model_utils.mode_keys",71
"Module model_utils.mode_keys",71
"Module tensorflow.python.framework.composite_tensor_utils_test",71
"Module tensorflow.python.debug.examples.debug_fibonacci",71
