"m","n"
"Module tensorflow.python.ops.numpy_ops.np_utils_test",136
"Module numpy_ops.np_utils_test",136
"Module tensorflow.python.data.ops.dataset_autograph",135
"Module tensorflow.python.debug.cli.readline_ui_test",135
"Module tensorflow.python.tpu.tpu_test_wrapper_test",135
"Module tensorflow.python.ops.nn_fused_batch_norm_grad",135
"Module tensorflow.python.keras.layers.__init__",134
"Module python.config",134
"Module tensorflow.examples.speech_commands.wav_to_features",134
"Module email._encoded_words",134
"Module token",134
"Module tensorflow.dtensor.python.config",134
"Module tensorflow.python.checkpoint.util",133
"Module tests.matrix_triangular_solve_op_test",133
"Module tensorflow.compiler.tests.matrix_triangular_solve_op_test",133
"Module tensorflow.python.ops.weights_broadcast_ops",133
"Module tensorflow.python.eager.polymorphic_function.atomic_function_test",133
"Module lint.check_contents",132
"Module tensorflow.examples.custom_ops_doc.multiplex_3.multiplex_3_test",132
"Module tensorflow.python.data.kernel_tests.ignore_errors_test",132
"Module python.xla_client_backend_independent_test",132
"Module third_party.xla.build_tools.lint.check_contents",132
"Module third_party.xla.xla.python.xla_client_backend_independent_test",132
"Module tensorflow.tools.compatibility.update.generate_v2_reorders_map",132
"Module tensorflow.python.data.ops.interleave_op",132
"Module tensorflow.python.modules_with_exports",132
"Module tensorflow.python.debug.lib.debug_graph_reconstruction_test",132
"Module tensorflow.python.keras.initializers.__init__",131
"Module tensorflow.python.distribute.one_device_strategy_test",131
"Module tensorflow.python.distribute.input_util",131
"Module tensorflow.python.framework.graph_to_function_def",131
"Module tensorflow.tools.pip_package.pip_smoke_test",131
"Module tensorflow.python.ops.lookup_ops_async_checkpoint_test",130
"Module tensorflow.python.autograph.impl.conversion",130
"Module tensorflow.python.data.kernel_tests.memory_cleanup_test",130
"Module tensorflow.python.data.experimental.ops.weighted_flat_map_op",130
"Module tensorflow.python.data.experimental.kernel_tests.compression_ops_test",130
"Module tensorflow.compiler.tests.tridiagonal_matmul_ops_test",130
"Module tests.tridiagonal_matmul_ops_test",130
"Module tensorflow.tools.compatibility.update.generate_v2_renames_map",130
"Module tensorflow.python.ops.nn_fused_batchnorm_d9m_test",130
"Module tensorflow.python.data.util.options",129
"Module tensorflow.python.data.experimental.service.server_lib_test",129
"Module tensorflow.python.distribute.tpu_util",129
"Module trace_type.custom_nest_trace_type_test",128
"Module importlib.__init__",128
"Module tensorflow.python.data.kernel_tests.random_test",128
"Module tensorflow.python.data.experimental.ops.parsing_ops",128
"Module copyreg",128
"Module tensorflow.python.autograph.tests.loop_distributed_test",128
"Module tensorflow.python.data.kernel_tests.iterator_cluster_test",128
"Module tensorflow.python.training.adadelta_test",128
"Module tensorflow.core.function.trace_type.custom_nest_trace_type_test",128
"Module tensorflow.python.compat.compat",127
"Module tensorflow.python.checkpoint.graph_view",127
"Module tensorflow.python.ops.op_selector_test",127
"Module tensorflow.python.kernel_tests.image_ops.extract_image_patches_op_test",127
"Module tensorflow.python.autograph.converters.break_statements",127
"Module tensorflow.python.data.util.convert_test",127
"Module tensorflow.python.distribute.integration_test.tpu_memory_test",126
"Module tensorflow.dtensor.python.tests.array_ops_test",126
"Module tensorflow.python.ops.nccl_ops_test",126
"Module tensorflow.python.autograph.operators.data_structures_test",126
"Module tensorflow.python.ops.image_ops",126
"Module python.tests.array_ops_test",126
"Module tensorflow.lite.testing.op_tests.strided_slice_np_style",126
"Module tensorflow.python.profiler.pprof_profiler_test",126
"Module reprlib",126
"Module linecache",126
"Module tensorflow.python.eager.benchmarks.resnet50.hvp_test",126
"Module tensorflow.python.compiler.mlir.mlir_test",125
"Module tensorflow.core.function.capture.capture_container_test",125
"Script uu",125
"Module multiprocessing.resource_sharer",125
"Module tensorflow.python.autograph.tests.reference_test_base",125
"Module tensorflow.python.kernel_tests.array_ops.matrix_band_part_op_test",124
"Module http.__init__",124
"Module tensorflow.python.ops.array_grad_test",124
"Script api_template_v1.__init__.py",124
"Module tensorflow.python.framework.device",124
"Module tensorflow.python.ops.sobol_ops_test",124
"Module tensorflow.python.ops.ragged.ragged_batch_gather_with_default_op",123
"Module tensorflow.tools.test.upload_test_benchmarks",123
"Module tensorflow.python.debug.lib.debug_events_writer",123
"Module tensorflow.python.framework.auto_control_deps_utils",123
"Module tensorflow.tools.proto_splitter.testdata.split_gen",123
"Module tensorflow.python.saved_model.metrics_test",123
"Module ragged.ragged_batch_gather_with_default_op",123
"Module tensorflow.python.kernel_tests.proto.descriptor_source_test_base",122
"Module tensorflow.compiler.mlir.tfr.examples.pad.ops_defs",122
"Module tensorflow.python.autograph.utils.testing",122
"Module distributions.exponential",122
"Module tensorflow.python.ops.distributions.exponential",122
"Module glob",122
"Module tensorflow.lite.testing.op_tests.where_v2",122
"Module tensorflow.lite.testing.op_tests.depthwiseconv",122
"Module tensorflow.python.data.experimental.kernel_tests.service.multi_process_cluster",122
"Module tensorflow.python.framework.override_binary_operator",122
"Module tensorflow.python.data.experimental.kernel_tests.shuffle_and_repeat_test",121
"Module accuracy_utils",121
"Module tensorflow.examples.speech_commands.accuracy_utils",121
"Module tensorflow.python.data.kernel_tests.rejection_resample_test",121
"Module tensorflow.python.kernel_tests.image_ops.draw_bounding_box_op_test",121
"Module tensorflow.python.autograph.converters.break_statements_test",121
"Module tensorflow.python.data.experimental.benchmarks.optimize_benchmark",121
"Module tensorflow.python.distribute.packed_distributed_variable_test",121
"Module tests.adam_test",120
"Module tensorflow.python.util.traceback_utils",120
"Module tensorflow.python.autograph.converters.variables_test",120
"Module tensorflow.compiler.tests.adam_test",120
"Module tensorflow.python.checkpoint.checkpoint_view_test",119
"Module tensorflow.python.data.kernel_tests.ragged_batch_test",119
"Module tensorflow.python.tools.api.generator.doc_srcs",119
"Module tensorflow.lite.testing.op_tests.pad",119
"Module tensorflow.python.trackable.resource_test",119
"Module tensorflow.lite.testing.op_tests.conv",119
"Module tensorflow.python.kernel_tests.linalg.linear_operator_lower_triangular_test",119
"Module tensorflow.compiler.tests.proximal_adagrad_test",119
"Module tensorflow.python.distribute.integration_test.mwms_peer_failure_test",119
"Module tests.proximal_adagrad_test",119
"Module tensorflow.python.debug.cli.cli_config",118
"Module tensorflow.python.tpu.tpu_embedding_v2_utils_test",118
"Module ragged.ragged_row_lengths_op_test",118
"Module tensorflow.python.ops.ragged.ragged_row_lengths_op_test",118
"Module tensorflow.python.distribute.coordinator.get_task_states_test",118
"Module python.tools.types_test",118
"Module tensorflow.python.ops.ragged.strings_reduce_join_op_test",118
"Module tensorflow.lite.testing.op_tests.cast",118
"Module ragged.strings_reduce_join_op_test",118
"Module third_party.xla.xla.python.tools.types_test",118
"Module netrc",118
"Module tensorflow.python.data.experimental.kernel_tests.assert_cardinality_test",118
"Module ctypes.macholib.dyld",118
"Module tensorflow.python.eager.monitoring_test",118
"Module lib2to3.btm_matcher",117
"Module tensorflow.python.data.util.sparse",117
"Module tensorflow.python.ops.histogram_ops",117
"Module _dummy_thread",117
"Module tensorflow.python.data.experimental.benchmarks.parameter_value_benchmark",117
"Module tensorflow.python.kernel_tests.nn_ops.softplus_op_test",117
"Module imghdr",116
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_fndefs",116
"Module tensorflow.python.kernel_tests.summary_ops.summary_v1_tensor_op_test",116
"Module tensorflow.python.trackable.autotrackable_test",116
"Module tensorflow.python.ops.nn_impl_distribute",116
"Module tensorflow.python.keras.optimizer_v2.adadelta",116
"Module tensorflow.compiler.mlir.quantization.tensorflow.calibrator.integration_test.custom_aggregator_op_test",116
"Module tensorflow.python.eager.polymorphic_function.concrete_function_test",116
"Module tensorflow.python.ops.rnn_grad_test",116
"Module tensorflow.python.kernel_tests.linalg.linear_operator_inversion_test",115
"Module tensorflow.python.tpu.tpu_sharding_test",115
"Module tensorflow.python.ops.random_crop_ops",115
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_parallelization_test",115
"Module tensorflow.python.autograph.converters.continue_statements",115
"Module tensorflow.python.compiler.xla.jit",115
"Module tensorflow.python.kernel_tests.random.util",115
"Module tensorflow.python.ops.memory_tests.custom_gradient_memory_test",115
"Module tensorflow.lite.testing.generate_examples",115
"Module tensorflow.python.framework.test_combinations_test",115
"Module tensorflow.python.ops.ragged.ragged_fill_empty_rows_op_test",114
"Module tensorflow.tools.compatibility.reorders_v2",114
"Module _py_abc",114
"Module tensorflow.python.eager.small_constants_optimizer_test",114
"Module tensorflow.python.data.benchmarks.from_tensor_slices_benchmark",114
"Module ragged.ragged_fill_empty_rows_op_test",114
"Module tensorflow.python.ops.parallel_for.gradients",114
"Module parallel_for.gradients",114
"Module dbm.__init__",113
"Module tensorflow.tools.proto_splitter.split_test",113
"Module tensorflow.python.ops.transpose_benchmark",113
"Module tensorflow.python.data.experimental.kernel_tests.lookup_ops_test",113
"Module tensorflow.lite.testing.op_tests.conv_activation",113
"Module tensorflow.python.kernel_tests.linalg.linear_operator_toeplitz_test",113
"Module tensorflow.python.framework.smart_cond_test",112
"Module tensorflow.python.saved_model.fingerprinting_utils",112
"Module tensorflow.python.kernel_tests.math_ops.segment_reduction_ops_d9m_test",112
"Module tensorflow.python.data.ops.scan_op",112
"Module tensorflow.python.autograph.converters.directives",112
"Module tensorflow.python.kernel_tests.image_ops.decode_bmp_op_test",112
"Module tensorflow.python.keras.mixed_precision.device_compatibility_check",112
"Module tensorflow.python.ops.ragged.ragged_tensor_bounding_shape_op_test",112
"Module ragged.ragged_tensor_bounding_shape_op_test",112
"Module tensorflow.python.distribute.experimental.multi_worker_mirrored_strategy",112
"Module tensorflow.python.kernel_tests.random.candidate_sampler_ops_test",112
"Module tensorflow.python.ops.ragged.ragged_conversion_ops",111
"Module tensorflow.python.kernel_tests.nn_ops.depthwise_conv_op_d9m_test",111
"Module tensorflow.python.summary.writer.event_file_writer_v2",111
"Module tests.adagrad_da_test",111
"Module tensorflow.python.tools.strip_unused_test",111
"Module tensorflow.python.data.experimental.ops.index_flat_map_op",111
"Module tensorflow.compiler.tests.adagrad_da_test",111
"Module tensorflow.python.saved_model.method_name_updater",111
"Module tensorflow.python.ops.concat_benchmark",111
"Module ragged.ragged_conversion_ops",111
"Module tensorflow.python.debug.cli.evaluator",111
"Module tensorflow.python.keras.saving.saved_model.layer_serialization",110
"Module tensorflow.compiler.mlir.tfr.examples.mnist.mnist_train",110
"Module tensorflow.python.framework.memory_checker_test",110
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_grad_test",110
"Module tensorflow.python.data.kernel_tests.as_numpy_iterator_test",110
"Module tensorflow.python.distribute.custom_training_loop_gradient_test",109
"Module tensorflow.python.distribute.coordinator.metric_utils_test",109
"Module tensorflow.dtensor.python.heartbeat",109
"Module tensorflow.python.data.kernel_tests.take_while_test",109
"Module python.heartbeat",109
"Module tensorflow.python.data.ops.rebatch_op",109
"Module tensorflow.python.checkpoint.saveable_compat_test",109
"Module tensorflow.tools.proto_splitter.testdata.split_graph_def_gen",109
"Module tensorflow.python.ops.accumulate_n_benchmark",108
"Module tensorflow.compiler.tests.data_format_ops_test",108
"Module tests.data_format_ops_test",108
"Module html.__init__",108
"Module tensorflow.python.platform.sysconfig",108
"Module tensorflow.python.grappler.cost_analyzer_test",108
"Module tensorflow.python.distribute.coordinator.coordinator_context",108
"Module tensorflow.python.kernel_tests.v1_compat_tests.scatter_nd_ops_test",108
"Module tensorflow.python.framework.op_def_util_test",108
"Module tensorflow.python.distribute.coordinator.remote_value",108
"Module tensorflow.python.ops.matmul_benchmark",108
"Module tensorflow.python.distribute.device_util",108
"Module third_party.xla.xla.python_api.xla_shape",108
"Module linalg.sparse.conjugate_gradient",108
"Module tensorflow.python.ops.linalg.sparse.conjugate_gradient",108
"Module tensorflow.python.autograph.pyct.anno",107
"Module tensorflow.python.distribute.failure_handling.preemption_watcher",107
"Module tensorflow.python.keras.optimizer_v2.utils",107
"Module tensorflow.python.kernel_tests.variables.dense_update_ops_no_tsan_test",107
"Module tensorflow.python.platform.gfile",107
"Module tensorflow.python.kernel_tests.composite_tensor_ops_test",107
"Module tensorflow.python.util.tf_stack",107
"Module tensorflow.python.kernel_tests.random.random_crop_test",107
"Module tensorflow.lite.testing.op_tests.conv_bias_activation",107
"Module tensorflow.python.framework.traceable_stack",107
"Module tensorflow.python.autograph.utils.ag_logging",107
"Module tensorflow.compiler.tests.gather_nd_op_test",106
"Module tensorflow.python.kernel_tests.image_ops.extract_volume_patches_op_test",106
"Module tests.gather_nd_op_test",106
"Module tensorflow.core.function.trace_type.custom_nest_trace_type",106
"Module trace_type.custom_nest_trace_type",106
"Module tests.lstm",106
"Module tensorflow.compiler.tests.lstm",106
"Module tensorflow.python.framework.constant_op_test",106
"Module tensorflow.python.distribute.coordinator.metric_utils",106
"Module tensorflow.lite.testing.op_tests.pool",106
"Module tensorflow.python.keras.backend_config",106
"Module tensorflow.tools.compatibility.tf_upgrade_test",106
"Module tensorflow.python.data.experimental.ops.writers",106
"Module tensorflow.python.grappler.cost_analyzer_tool",105
"Module tensorflow.python.data.experimental.kernel_tests.tf_record_writer_test",105
"Module tensorflow.lite.testing.op_tests.batch_to_space_nd",105
"Module tensorflow.python.ops.array_ops_test",105
"Module tensorflow.lite.ios.extract_object_files",105
"Module tensorflow.python.data.experimental.ops.iterator_ops",105
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_dense_mat_mul_grad_test",105
"Module tensorflow.python.data.util.options_test",105
"Module tensorflow.tools.common.public_api",105
"Module tensorflow.python.keras.saving.saved_model.base_serialization",105
"Module email.parser",105
"Module tensorflow.lite.testing.op_tests.space_to_batch_nd",105
"Module _compression",104
"Module tensorflow.compiler.tests.extract_image_patches_op_test",104
"Module tests.extract_image_patches_op_test",104
"Module tensorflow.python.saved_model.load_options",104
"Module tensorflow.python.tools.optimize_for_inference",104
"Module tensorflow.python.kernel_tests.nn_ops.xent_op_test",103
"Module tensorflow.python.keras.utils.control_flow_util",103
"Module tensorflow.examples.speech_commands.freeze_test",103
"Module tensorflow.python.kernel_tests.gradient_correctness_test",103
"Module tests.cholesky_op_test",103
"Module tensorflow.compiler.tests.cholesky_op_test",103
"Module tensorflow.tools.compatibility.ipynb",103
"Module tensorflow.python.ops.ragged.ragged_dispatch",103
"Module numpy_ops.integration_test.benchmarks.micro_benchmarks",103
"Module tensorflow.python.ops.numpy_ops.integration_test.benchmarks.micro_benchmarks",103
"Module tensorflow.python.util.tf_should_use_test",103
"Module ragged.ragged_dispatch",103
"Module tensorflow.python.kernel_tests.array_ops.scalar_test",102
"Module tensorflow.python.ops.ragged.ragged_util",102
"Module tensorflow.lite.testing.op_tests.gather",102
"Module tensorflow.python.tpu.tpu_infeed_test",102
"Module tensorflow.python.framework.memory_checker",102
"Module ragged.ragged_util",102
"Module tensorflow.python.autograph.core.converter_test",102
"Module tensorflow.python.ops.numerics",102
"Module tensorflow.python.checkpoint.checkpoint_options",102
"Module tensorflow.python.kernel_tests.nn_ops.bias_op_d9m_test",102
"Module tensorflow.python.kernel_tests.strings_ops.base64_ops_test",102
"Module tensorflow.python.data.kernel_tests.prefetch_test",102
"Module colorsys",101
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_tensor_dense_matmul_op_d9m_test",101
"Module tensorflow.python.distribute.tpu_replicated_variable_test",101
"Module tensorflow.python.framework.stack",101
"Module tensorflow.python.summary.writer.fake_summary_writer",101
"Module tensorflow.python.profiler.integration_test.profiler_api_test",101
"Module tensorflow.python.data.experimental.kernel_tests.make_tf_record_dataset_test",101
"Module tensorflow.python.trackable.autotrackable",101
"Module ragged.ragged_bitcast_op_test",100
"Module tensorflow.python.ops.ragged.ragged_bitcast_op_test",100
"Module tensorflow.python.kernel_tests.data_structures.listdiff_op_test",100
"Module ragged.segment_id_ops",100
"Module tensorflow.python.distribute.per_replica_test",100
"Module tensorflow.python.ops.ragged.segment_id_ops",100
"Module fnmatch",100
"Module tensorflow.compiler.tests.proximal_gradient_descent_test",99
"Module tensorflow.python.feature_column.utils",99
"Script triton_autotuning.run_single_matmul",99
"Module python.tests.multi_client_test_util",99
"Script third_party.xla.xla.experiments.triton_autotuning.run_single_matmul",99
"Module tensorflow.dtensor.python.tests.multi_client_test_util",99
"Module tensorflow.python.kernel_tests.math_ops.aggregate_ops_test",99
"Module tensorflow.python.util.custom_nest_protocol",99
"Module tensorflow.examples.speech_commands.train_test",99
"Module tensorflow.examples.label_image.label_image",99
"Module tests.proximal_gradient_descent_test",99
"Module tensorflow.python.util.decorator_utils_test",98
"Module tensorflow.python.util.lock_util",98
"Module tensorflow.python.distribute.multi_process_lib",98
"Module tensorflow.lite.testing.op_tests.roll",98
"Module tensorflow.python.data.util.random_seed_test",98
"Module tensorflow.python.data.kernel_tests.dataset_spec_test",98
"Module tensorflow.python.ops.numpy_ops.np_random",98
"Module numpy_ops.np_random",98
"Module tensorflow.python.data.ops.batch_op",98
"Module tensorflow.python.kernel_tests.io_ops.io_ops_test",98
"Module tensorflow.core.function.capture.restore_captures",98
"Module third_party.xla.xla.python.weakref_lru_cache_test",97
"Module encodings.__init__",97
"Module tensorflow.python.eager.polymorphic_function.compiler_ir",97
"Module tensorflow.python.ops.dequantize_op_test",97
"Module tensorflow.python.kernel_tests.math_ops.argmax_op_test",97
"Module tensorflow.python.compiler.tensorrt.test.annotate_max_batch_sizes_test",97
"Module tensorflow.python.grappler.tf_optimizer_test",97
"Module tensorflow.python.framework.python_memory_checker",97
"Module tensorflow.python.kernel_tests.array_ops.bcast_ops_test",97
"Module tensorflow.compiler.tests.function_test",97
"Module tests.function_test",97
"Module python.weakref_lru_cache_test",97
"Module tensorflow.python.tpu.tpu_embedding_base",97
"Module tensorflow.cc.saved_model.testdata.generate_saved_models",96
"Module tensorflow.python.pywrap_mlir",96
"Module ragged.ragged_resize_image_op_test",96
"Module tensorflow.python.keras.optimizers",96
"Module tensorflow.python.ops.autograph_ops",96
"Module tensorflow.python.ops.ragged.ragged_resize_image_op_test",96
"Module tensorflow.compiler.tests.dense_layer_test",96
"Module tensorflow.python.ops.batch_ops",96
"Module tests.dense_layer_test",96
"Module tensorflow.python.training.proximal_adagrad",96
"Module tensorflow.lite.testing.generate_examples_report",96
"Module tensorflow.python.data.experimental.kernel_tests.pad_to_cardinality_test",95
"Module ragged.ragged_squeeze_op",95
"Module numpy_ops.tests.config",95
"Module tensorflow.python.debug.wrappers.dumping_wrapper",95
"Module tensorflow.python.ops.ragged.ragged_expand_dims_op_test",95
"Module ragged.ragged_expand_dims_op_test",95
"Module tensorflow.python.ops.numpy_ops.tests.config",95
"Module tensorflow.python.kernel_tests.numerics_test",95
"Module tensorflow.tools.proto_splitter.util_test",95
"Module tensorflow.python.summary.plugin_asset",95
"Module tensorflow.python.autograph.tests.loop_created_variables_test",95
"Module tensorflow.python.distribute.multi_worker_continuous_run_test",95
"Module tensorflow.python.debug.lib.grpc_tensorflow_server",95
"Module tensorflow.compiler.tests.qr_op_test",95
"Module tests.qr_op_test",95
"Module tensorflow.python.ops.ragged.ragged_squeeze_op",95
"Module python.tests.sparse_test",94
"Module tensorflow.python.debug.cli.cli_config_test",94
"Module tensorflow.lite.testing.op_tests.mirror_pad",94
"Module tensorflow.python.ops.clip_ops_test",94
"Module tensorflow.python.data.benchmarks.meta_benchmark",94
"Module tensorflow.dtensor.python.tests.sparse_test",94
"Module tests.rmsprop_test",94
"Module tensorflow.compiler.tests.rmsprop_test",94
"Module tensorflow.python.distribute.checkpoint_utils_test",94
"Module tensorflow.python.ops.control_flow_assert",94
"Module tensorflow.python.autograph.pyct.error_utils_test",94
"Module tensorflow.python.kernel_tests.nn_ops.conv2d_backprop_filter_grad_test",94
"Module tensorflow.python.data.kernel_tests.get_single_element_test",94
"Module tensorflow.python.ops.tensor_math_operator_overrides",94
"Module tensorflow.python.kernel_tests.distributions.kullback_leibler_test",94
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.common_v1",94
"Module tensorflow.python.data.ops.group_by_window_op",94
"Module tensorflow.python.platform.flags_test",94
"Module tensorflow.python.autograph.operators.slices",93
"Module tensorflow.python.framework.composite_tensor",93
"Module tensorflow.python.distribute.device_util_test",93
"Module tensorflow.python.tools.saved_model_utils",93
"Module tensorflow.python.compiler.tensorrt.test.trt_mode_test",93
"Module tests.adadelta_test",93
"Module tensorflow.compiler.tests.adadelta_test",93
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_initialization_test",93
"Module codeop",92
"Module ragged.ragged_range_op_test",92
"Module tensorflow.python.data.experimental.benchmarks.csv_dataset_benchmark",92
"Module tensorflow.tools.test.system_info_lib",92
"Module tensorflow.tools.proto_splitter.testdata.split_saved_model_gen",92
"Module tensorflow.python.framework.smart_cond",92
"Module tensorflow.python.ops.ragged.ragged_range_op_test",92
"Script api_template.__init__.py",92
"Module tensorflow.python.tpu.profiler.profiler_analysis_pb2_grpc",92
"Module tensorflow.python.data.experimental.ops.get_single_element",91
"Module tensorflow.python.checkpoint.checkpoint_adapter",91
"Module tensorflow.compiler.mlir.tfr.python.op_reg_gen",91
"Module tensorflow.python.kernel_tests.linalg.sparse.csr_sparse_matrix_sparse_mat_mul_grad_test",91
"Module tensorflow.python.training.training_util_test",91
"Module third_party.xla.xla.python_api.types_",91
"Module tensorflow.python.data.experimental.kernel_tests.optimization.noop_elimination_test",91
"Module tensorflow.compiler.mlir.tfr.examples.mnist.mnist_ops_test",91
"Module tensorflow.lite.tools.optimize.python.modify_model_interface_lib_test",91
"Module tensorflow.python.keras.distribute.worker_training_state",91
"Module tensorflow.python.compiler.tensorrt.test.testdata.gen_tftrt_model",91
"Module genericpath",91
"Module tensorflow.python.autograph.tests.basic_list_test",91
"Module tensorflow.python.kernel_tests.array_ops.batch_gather_op_test",90
"Module tests.lrn_ops_test",90
"Module python.tests.numpy_util_test",90
"Module tensorflow.dtensor.python.tests.numpy_util_test",90
"Module tensorflow.tools.docs.base_dir",90
"Module tensorflow.compiler.tests.lrn_ops_test",90
"Module tensorflow.python.trackable.trackable_utils",90
"Module base_dir",90
"Module tensorflow.lite.testing.op_tests.where",90
"Module tensorflow.python.keras.saving.saved_model.json_utils",89
"Module tensorflow.python.distribute.coordinator.fault_tolerance_test",89
"Module tensorflow.python.kernel_tests.linalg.matrix_square_root_op_test",89
"Module tensorflow.python.data.experimental.ops.from_list",89
"Module tensorflow.python.ops.split_benchmark",89
"Module tensorflow.python.ops.raw_ops_test",89
"Module tensorflow.python.data.experimental.ops.distributed_save_op",89
"Module tensorflow.python.compiler.xla.tests.pjrt_compile_test",89
"Module tensorflow.python.keras.layers.rnn_cell_wrapper_v2",89
"Module tensorflow.python.data.experimental.kernel_tests.dense_to_sparse_batch_test",89
"Module tensorflow.python.data.util.traverse_test",88
"Module tensorflow.python.util.function_utils",88
"Module tensorflow.compiler.mlir.quantization.stablehlo.python.quantization",88
"Module tensorflow.python.grappler.item_test",88
"Module tensorflow.compiler.tests.adagrad_test",88
"Module tensorflow.python.checkpoint.trackable_view",88
"Module tests.sparse_to_dense_op_test",88
"Module tests.adagrad_test",88
"Module tensorflow.compiler.tests.sparse_to_dense_op_test",88
"Module tensorflow.lite.experimental.microfrontend.python.ops.audio_microfrontend_op",88
"Module tensorflow.python.framework.config_vgpu_test",87
"Module tensorflow.python.eager.remote_benchmarks_test",87
"Module tensorflow.core.function.polymorphism.type_dispatch",87
"Module tensorflow.python.autograph.pyct.pretty_printer",87
"Module tensorflow.python.ops.composite_tensor_ops",87
"Module tensorflow.python.data.ops.save_op",87
"Module tensorflow.examples.speech_commands.models_test",87
"Module tensorflow.python.autograph.pyct.loader_test",86
"Module tensorflow.python.keras.utils.kernelized_utils",86
"Module tensorflow.python.kernel_tests.sparse_ops.sparse_xent_op_test",86
"Module tensorflow.python.kernel_tests.strings_ops.regex_replace_op_test",86
"Module tensorflow.python.trackable.base_delegate",86
"Module tensorflow.python.tpu.tests.tpu_embedding_v2_hd_valid_input_test",85
"Module tensorflow.python.ops.standard_ops",85
"Module tensorflow.python.platform.resource_loader",85
"Module tensorflow.python.keras.utils.version_utils",85
"Module tensorflow.core.tfrt.saved_model.tests.gen_dtype_coverage_v1",85
"Module tensorflow.python.autograph.lang.special_functions",85
"Module tensorflow.lite.examples.python.label_image",85
"Module tensorflow.python.saved_model.pywrap_saved_model_fingerprinting_test",84
"Module tensorflow.python.trackable.asset",84
"Module tensorflow.python.distribute.test_util_test",84
"Module tensorflow.compiler.mlir.quantization.tensorflow.calibrator.calibration_algorithm_test",84
"Module ragged.ragged_tensor_value",84
"Module tensorflow.python.ops.ragged.ragged_tensor_value",84
"Module signal.reconstruction_ops",84
"Module tensorflow.python.ops.signal.reconstruction_ops",84
"Module tensorflow.lite.python.metrics.metrics_nonportable",84
"Module tensorflow.python.data.kernel_tests.sparse_batch_test",84
"Module tensorflow.python.data.experimental.ops.cardinality",84
"Module tensorflow.python.grappler.cluster",84
"Module tensorflow.python.eager.polymorphic_function.eager_function_run",84
"Module tensorflow.python.data.ops.snapshot_op",84
"Module tensorflow.python.data.ops.iterator_autograph",84
"Module tensorflow.python.eager.record",84
"Module tensorflow.python.kernel_tests.linalg.linear_operator_householder_test",84
"Module tensorflow.lite.testing.op_tests.concat",84
"Module tensorflow.tools.test.run_and_gather_logs",83
"Script tensorflow.tools.ci_build.copy_binary",83
"Module tensorflow.python.data.experimental.kernel_tests.optimization.map_and_filter_fusion_test",83
"Module lint.diff_parser_test",83
"Module third_party.xla.build_tools.lint.diff_parser_test",83
"Script third_party.xla.xla.experiments.triton_autotuning.check_csv",83
"Module tensorflow.python.kernel_tests.linalg.norm_op_test",83
"Module tensorflow.python.util.all_util",83
"Module tensorflow.python.tools.strip_unused_lib",83
"Script triton_autotuning.check_csv",83
"Module tensorflow.python.saved_model.signature_constants",83
"Module tensorflow.python.debug.lib.session_debug_file_test",83
"Module tensorflow.python.keras.distribute.optimizer_combinations",83
"Module tensorflow.python.checkpoint.saveable_compat",82
"Module tensorflow.python.kernel_tests.image_ops.decode_raw_op_test",82
"Module tensorflow.python.data.experimental.kernel_tests.service.coordinated_read_ft_test",82
"Module tensorflow.python.profiler.profile_context_test",82
"Module tensorflow.python.autograph.converters.logical_expressions",82
"Module tensorflow.examples.custom_ops_doc.simple_hash_table.simple_hash_table_test",82
"Module tensorflow.lite.testing.op_tests.elementwise",81
"Module signal.mfcc_ops",81
"Module tensorflow.python.ops.signal.mfcc_ops",81
"Module tensorflow.python.keras.saving.saved_model.save",81
"Module tensorflow.python.debug.lib.debug_grappler_test",81
"Module third_party.gpus.find_sycl_config",81
"Module third_party.xla.third_party.tsl.third_party.gpus.find_sycl_config",81
"Module third_party.tsl.third_party.gpus.find_sycl_config",81
"Module third_party.gpus.find_sycl_config",81
"Module tensorflow.lite.g3doc.tools.build_java_api_docs",81
"Module tensorflow.python.compat.compat_test",81
"Module tensorflow.tools.tensorflow_builder.compat_checker.compat_checker_test",81
"Module tensorflow.lite.testing.op_tests.batchmatmul",81
"Module tensorflow.python.eager.benchmarks.resnet50.resnet50_graph_test",81
"Module tensorflow.python.framework.versions",81
"Module tensorflow.python.autograph.core.converter_testing",81
"Module tensorflow.python.ops.weak_tensor_image_ops_test",81
"Module tensorflow.python.dlpack.dlpack_test",81
"Module tensorflow.python.compiler.tensorrt.test.biasadd_matmul_test",81
"Module tensorflow.examples.custom_ops_doc.multiplex_2.multiplex_2_test",81
"Module tensorflow.python.tools.grpc_tpu_worker",80
"Module tensorflow.python.data.kernel_tests.fingerprint_test",80
"Module tensorflow.python.profiler.internal.model_analyzer_testlib",80
"Module tensorflow.python.distribute.mwms_pjrt_gpu_test",80
"Module tensorflow.python.autograph.utils.tensor_list_test",80
"Module tensorflow.python.saved_model.constants",80
"Module tensorflow.examples.custom_ops_doc.multiplex_1.multiplex_1_test",80
