"m","n"
"Module tensorflow.python.kernel_tests.lrn_op_test",113
"Module dbm.__init__",113
"Module tensorflow.python.ops.rnn_cell_impl",112
"Module tensorflow.contrib.graph_editor.tests.util_test",112
"Module tensorflow.contrib.distributions.python.ops.kullback_leibler",112
"Module tensorflow.contrib.bayesflow.python.ops.stochastic_variables",112
"Module tensorflow.python.debug.examples.debug_mnist",112
"Module tensorflow.python.training.training",112
"Module tensorflow.python.saved_model.signature_def_utils_test",112
"Module tensorflow.python.kernel_tests.self_adjoint_eig_op_test",111
"Module tensorflow.python.ops.math_grad_test",111
"Module tensorflow.python.tools.inspect_checkpoint",110
"Module tensorflow.contrib.learn.python.learn.learn_io.generator_io",110
"Module tensorflow.python.estimator.inputs.queues.feeding_queue_runner_test",109
"Module tensorflow.python.training.adadelta_test",109
"Module tensorflow.contrib.distributions.python.ops.exponential",109
"Module tensorflow.contrib.kernel_methods.python.mappers.random_fourier_features",109
"Module tensorflow.python.ops.transpose_benchmark",109
"Module tensorflow.contrib.opt.python.training.variable_clipping_optimizer",109
"Module tensorflow.contrib.training.python.training.resample",109
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.example_parser_test",108
"Module tensorflow.tools.compatibility.tf_upgrade_test",108
"Module html.__init__",108
"Module tensorflow.contrib.seq2seq.python.ops.basic_decoder",108
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.bijector_test",108
"Module ops.basic_decoder",108
"Module tensorflow.python.kernel_tests.stack_ops_test",108
"Module tensorflow.compiler.tests.lstm",108
"Module tensorflow.contrib.learn.python.learn.dataframe.dataframe",108
"Module tensorflow.python.tools.strip_unused_test",108
"Module tensorflow.tensorboard.backend.http_util_test",107
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.feeding_queue_runner_test",107
"Module tensorflow.examples.how_tos.reading_data.fully_connected_preloaded",107
"Module tensorflow.contrib.labeled_tensor.__init__",107
"Module bijectors.inline_impl",107
"Module tensorflow.contrib.distributions.python.ops.bijectors.inline_impl",107
"Module tensorflow.contrib.layers.python.ops.sparse_ops_test",106
"Module tensorflow.python.layers.pooling_test",106
"Module layers.regularizers_test",106
"Module tensorflow.tools.test.run_and_gather_logs",106
"Module tensorflow.contrib.learn.python.learn.learn_io.pandas_io",106
"Module tensorflow.tools.api.lib.python_object_to_proto_visitor",106
"Module tensorflow.python.debug.cli.readline_ui_test",106
"Module tensorflow.contrib.layers.python.layers.regularizers_test",106
"Module tensorflow.contrib.learn.python.learn.preprocessing.categorical_vocabulary",105
"Module tensorflow.python.training.device_setter_test",105
"Module email.parser",105
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_full_matrix_test",105
"Module tensorflow.python.kernel_tests.base64_ops_test",104
"Module tensorflow.python.framework.constant_op",104
"Module tensorflow.python.training.slot_creator",104
"Module tensorflow.contrib.tensor_forest.client.eval_metrics",104
"Module tensorflow.contrib.keras.python.keras.initializers_test",104
"Module keras.initializers_test",104
"Module tensorflow.python.ops.spectral_grad",104
"Module _compression",104
"Module tensorflow.tools.docs.generate_lib_test",103
"Module tensorflow.contrib.learn.python.learn.estimators.estimators_test",102
"Module tensorflow.contrib.bayesflow.python.kernel_tests.variational_inference_test",102
"Module keras.layers.normalization_test",102
"Module tensorflow.python.kernel_tests.gather_op_test",102
"Module tensorflow.contrib.distributions.python.kernel_tests.exponential_test",102
"Module tensorflow.python.kernel_tests.listdiff_op_test",102
"Module tensorflow.contrib.opt.python.training.lazy_adam_optimizer_test",102
"Module tensorflow.python.kernel_tests.dynamic_partition_op_test",102
"Module tensorflow.contrib.keras.python.keras.layers.normalization_test",102
"Module tensorflow.contrib.factorization.python.kernel_tests.clustering_ops_test",102
"Module tensorflow.python.estimator.inputs.numpy_io",102
"Module colorsys",101
"Module tensorflow.python.kernel_tests.unstack_op_test",101
"Module tensorflow.contrib.labeled_tensor.python.ops.sugar",100
"Module fnmatch",100
"Module tensorflow.contrib.testing.python.framework.util_test",100
"Module tensorflow.contrib.keras.python.keras.datasets.reuters",100
"Module keras.datasets.reuters",100
"Module tensorflow.contrib.learn.python.learn.estimators.nonlinear_test",99
"Module tensorflow.python.training.localhost_cluster_performance_test",99
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_diag_test",99
"Module tensorflow.python.summary.plugin_asset",99
"Module tensorflow.contrib.linear_optimizer.python.ops.sparse_feature_column",99
"Module tensorflow.python.training.tensorboard_logging",98
"Module tensorflow.contrib.distributions.python.kernel_tests.logistic_test",98
"Module tensorflow.contrib.learn.python.learn.preprocessing.categorical",98
"Module tensorflow.examples.tutorials.estimators.abalone",97
"Module tensorflow.contrib.factorization.python.ops.factorization_ops_test_utils",97
"Module tensorflow.contrib.layers.python.ops.sparse_feature_cross_op",97
"Module encodings.__init__",97
"Module tensorflow.contrib.slim.python.slim.data.dataset_data_provider_test",97
"Module tensorflow.contrib.learn.python.learn.datasets.synthetic_test",97
"Module tensorflow.contrib.keras.python.keras.utils.io_utils",97
"Module keras.utils.io_utils",97
"Module tensorflow.python.kernel_tests.reshape_op_test",97
"Module tensorflow.examples.learn.random_forest_mnist",96
"Module layers.encoders_test",95
"Module tensorflow.contrib.distributions.python.ops.conditional_transformed_distribution",95
"Module tensorflow.contrib.layers.python.layers.encoders_test",95
"Module tensorflow.tools.test.system_info_lib",95
"Module tensorflow.contrib.training.python.training.failure_tolerator",95
"Module tensorflow.tools.dist_test.scripts.k8s_tensorflow_test",95
"Module bijectors.power_transform_impl",94
"Module tensorflow.contrib.distributions.python.ops.bijectors.power_transform_impl",94
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.binary_transforms",94
"Module tensorflow.contrib.distributions.python.ops.chi2",94
"Module tensorflow.examples.tutorials.mnist.mnist",94
"Module tensorflow.python.ops.string_ops",94
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.batch",94
"Module tensorflow.contrib.training.python.training.failure_tolerator_test",93
"Module tensorflow.compiler.tests.lrn_ops_test",93
"Module tensorflow.python.platform.flags",93
"Module tensorflow.contrib.session_bundle.example.export_half_plus_two",92
"Module tensorflow.contrib.nccl.python.ops.nccl_ops_test",92
"Module tensorflow.python.ops.split_benchmark",92
"Module tensorflow.contrib.seq2seq.python.ops.loss",92
"Module tensorflow.python.kernel_tests.candidate_sampler_ops_test",92
"Module tensorflow.compiler.tests.ternary_ops_test",92
"Module tensorflow.python.training.adadelta",92
"Module codeop",92
"Module tensorflow.compiler.aot.tests.make_test_graphs",92
"Module tensorflow.contrib.keras.api.keras.layers.__init__",92
"Module ops.loss",92
"Module tensorflow.contrib.testing.python.framework.fake_summary_writer",92
"Module tensorflow.contrib.slim.python.slim.nets.alexnet",91
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.best_splits_op_test",91
"Module genericpath",91
"Module tensorflow.contrib.slim.python.slim.nets.overfeat",91
"Module tensorflow.python.training.proximal_adagrad",91
"Module tensorflow.contrib.imperative.examples.mnist",90
"Module tensorflow.examples.learn.text_classification",90
"Module tensorflow.python.kernel_tests.qr_op_test",90
"Module tensorflow.python.estimator.inputs.pandas_io",89
"Module tensorflow.python.kernel_tests.bcast_ops_test",89
"Module tensorflow.contrib.learn.python.learn.learn_io.io_test",89
"Module tensorflow.contrib.solvers.python.ops.least_squares",88
"Module tensorflow.python.lib.io.tf_record",88
"Module tensorflow.python.debug.wrappers.dumping_wrapper",88
"Module tensorflow.python.kernel_tests.matrix_triangular_solve_op_test",88
"Script tensorflow.tools.dist_test.server.grpc_tensorflow_server",88
"Module tensorflow.python.kernel_tests.string_split_op_test",88
"Module tensorflow.python.util.all_util",86
"Module tensorflow.python.kernel_tests.summary_ops_test",86
"Module tensorflow.contrib.learn.python.learn.evaluable",85
"Module tensorflow.contrib.image.python.kernel_tests.image_ops_test",85
"Module tensorflow.contrib.session_bundle.gc_test",85
"Module tensorflow.contrib.learn.python.learn.utils.gc_test",85
"Module curses.ascii",85
"Module tensorflow.contrib.learn.python.learn.estimators.rnn_common_test",85
"Module tensorflow.contrib.hooks.python.training.profiler_hook_test",84
"Module tensorflow.python.debug.cli.readline_ui",84
"Module tensorflow.python.kernel_tests.io_ops_test",84
"Module tensorflow.compiler.tests.function_test",83
"Module tensorflow.contrib.metrics.python.metrics.classification_test",83
"Module tensorflow.contrib.distributions.python.kernel_tests.normal_conjugate_posteriors_test",83
"Module tensorflow.python.framework.load_library",83
"Module keras.utils.vis_utils",83
"Module tensorflow.contrib.keras.python.keras.utils.vis_utils",83
"Module tensorflow.python.debug.lib.session_debug_file_test",83
"Module tensorflow.python.training.momentum",83
"Module tensorflow.contrib.labeled_tensor.python.ops.io_ops_test",83
"Module tensorflow.python.kernel_tests.summary_tensor_op_test",83
"Module tensorflow.compiler.tests.reduce_ops_test",83
"Module tensorflow.contrib.opt.python.training.moving_average_optimizer_test",83
"Module tensorflow.examples.tutorials.mnist.mnist_deep",83
"Module metrics.classification_test",83
"Module tensorflow.python.kernel_tests.sparse_reorder_op_test",82
"Module tensorflow.python.kernel_tests.scalar_test",82
"Module tensorflow.python.kernel_tests.norm_op_test",82
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.softmax_centered_test",82
"Module tensorflow.contrib.learn.python.learn.utils.input_fn_utils",82
"Module tensorflow.python.training.adagrad",82
"Module tensorflow.python.util.decorator_utils",81
"Module tensorflow.examples.learn.text_classification_cnn",81
"Module tensorflow.contrib.tensor_forest.hybrid.python.hybrid_model",81
"Module tensorflow.contrib.learn.python.learn.learn_io.dask_io",80
"Module tensorflow.python.kernel_tests.extract_image_patches_op_test",80
"Module tensorflow.tools.docs.doc_generator_visitor_test",80
"Module tensorflow.python.kernel_tests.draw_bounding_box_op_test",80
"Module tensorflow.python.platform.resource_loader",79
"Module keras.layers.noise",79
"Module tensorflow.contrib.keras.python.keras.layers.noise",79
"Module tensorflow.contrib.labeled_tensor.python.ops.sugar_test",79
"Module six.moves.urllib_request",79
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.in_memory_source_test",79
"Module tensorflow.contrib.input_pipeline.python.ops.input_pipeline_ops",79
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.dataframe_test",79
"Module tensorflow.contrib.linear_optimizer.python.ops.sharded_mutable_dense_hashtable_test",79
"Module tensorflow.compiler.tests.adagrad_test",79
"Module tensorflow.contrib.solvers.python.ops.linear_equations",79
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.decisions_to_data_then_nn_test",79
"Module tensorflow.python.tools.optimize_for_inference",78
"Module tensorflow.contrib.slim.python.slim.data.test_utils",78
"Module bisect",78
"Module tensorflow.contrib.training.python.training.device_setter",78
"Module tensorflow.contrib.bayesflow.examples.reinforce_simple.reinforce_simple_example",77
"Module tensorflow.contrib.compiler.jit",77
"Module tensorflow.examples.tutorials.layers.cnn_mnist",77
"Module tensorflow.python.training.tensorboard_logging_test",76
"Module tensorflow.python.ops.image_grad",76
"Module tensorflow.python.kernel_tests.extract_image_patches_grad_test",76
"Module tensorflow.python.util.example_parser_configuration",76
"Module tensorflow.contrib.slim.python.slim.model_analyzer",75
"Module tensorflow.python.ops.resources",75
"Module _threading_local",75
"Module tensorflow.compiler.tests.variable_ops_test",75
"Module tensorflow.tensorboard.backend.event_processing.plugin_asset_util_test",75
"Module tensorflow.python.training.proximal_gradient_descent",75
"Module __future__",75
"Module tensorflow.contrib.learn.python.learn.estimators.logistic_regressor_test",74
"Module tensorflow.contrib.distributions.python.kernel_tests.kullback_leibler_test",74
"Module tensorflow.examples.learn.text_classification_character_cnn",74
"Module tensorflow.contrib.cmake.tools.create_def_file",74
"Module tensorflow.python.kernel_tests.topk_op_test",74
"Module tensorflow.python.kernel_tests.numerics_test",74
"Module tensorflow.contrib.distributions.python.kernel_tests.operator_pd_identity_test",74
"Module tkinter.constants",73
"Module keras.optimizers_test",73
"Module tensorflow.contrib.keras.python.keras.optimizers_test",73
"Module tensorflow.python.summary.summary_test",73
"Module tensorflow.contrib.learn.python.learn.ops.seq2seq_ops_test",73
"Module tensorflow.contrib.hooks.python.training.profiler_hook",73
"Module tensorflow.python.kernel_tests.decode_image_op_test",72
"Module tensorflow.python.util.decorator_utils_test",72
"Module tensorflow.contrib.ffmpeg.decode_audio_op_test",72
"Module tensorflow.contrib.learn.python.learn.datasets.__init__",72
"Module tkinter.messagebox",72
"Module tensorflow.python.kernel_tests.summary_image_op_test",72
"Module tensorflow.contrib.slim.python.slim.data.data_provider",72
"Module tensorflow.python.kernel_tests.stage_op_test",72
"Module tensorflow.python.util.compat",71
"Module tensorflow.tools.pip_package.pip_smoke_test",71
"Script lib2to3.pgen2.token",71
"Module tensorflow.python.tools.strip_unused_lib",71
"Script keyword",70
"Module tensorflow.python.ops.losses.util",70
"Module tensorflow.tools.docs.generate_1_0",70
"Module tensorflow.contrib.ndlstm.python.lstm1d_test",70
"Module tensorflow.contrib.factorization.python.kernel_tests.masked_matmul_ops_test",69
"Module tensorflow.contrib.keras.python.keras.constraints_test",69
"Module keras.constraints_test",69
"Module tfprof.model_analyzer_test",69
"Module tensorflow.contrib.tfprof.python.tools.tfprof.model_analyzer_test",69
"Module tensorflow.python.kernel_tests.string_to_number_op_test",68
"Module tensorflow.tools.common.public_api",68
"Module tensorflow.contrib.training.python.training.device_setter_test",68
"Module distutils.errors",68
"Script tensorflow.tools.dist_test.scripts.k8s_tensorflow",68
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.unary_transforms",68
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.grow_tree_op_test",68
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.affine_linear_operator_test",68
"Module tensorflow.python.tools.freeze_graph_test",68
"Module bijectors.invert_impl",67
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.boolean_mask",67
"Module tensorflow.contrib.distributions.python.ops.bijectors.invert_impl",67
"Module email.base64mime",67
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.softplus_test",67
"Module tensorflow.tensorboard.backend.event_processing.plugin_asset_util",66
"Module tensorflow.python.training.training_util_test",66
"Module tensorflow.contrib.ndlstm.python.misc",66
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.update_fertile_slots_op_test",65
"Module kernel_tests.loss_test",65
"Module tensorflow.python.kernel_tests.matrix_solve_op_test",65
"Module tensorflow.python.util.example_parser_configuration_test",65
"Module tensorflow.contrib.seq2seq.python.kernel_tests.loss_test",65
"Module tensorflow.contrib.distributions.python.ops.operator_pd_full",65
"Module tensorflow.contrib.distributions.python.kernel_tests.chi2_test",65
"Module tensorflow.python.kernel_tests.argmax_op_test",64
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.reader_source_test",64
"Module tensorflow.examples.how_tos.reading_data.convert_to_records",64
"Module tensorflow.contrib.layers.python.layers.summaries_test",64
"Module tensorflow.python.debug.wrappers.grpc_wrapper",64
"Module tensorflow.compiler.tests.clustering_test",64
"Module tensorflow.python.kernel_tests.softplus_op_test",64
"Module layers.summaries_test",64
"Module tensorflow.tools.docs.py_guide_parser",63
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.cholesky_outer_product_test",63
"Module tensorflow.contrib.training.python.training.tuner",63
"Module tensorflow.python.ops.histogram_ops",63
"Module tensorflow.python.kernel_tests.bincount_op_test",63
"Module tensorflow.contrib.saved_model.python.saved_model.reader",63
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.invert_test",63
"Module tensorflow.python.ops.spectral_ops",63
"Module tensorflow.python.platform.test",63
"Module tensorflow.contrib.tensor_forest.python.kernel_tests.scatter_add_ndim_op_test",62
"Module tensorflow.python.training.basic_loops_test",62
"Module tensorflow.python.client.notebook",62
"Module tensorflow.contrib.learn.python.learn.ops.embeddings_ops",62
"Module tensorflow.contrib.learn.python.learn.export_strategy",62
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.sparsify_densify_test",62
"Module tensorflow.contrib.graph_editor.tests.reroute_test",62
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.chain_test",62
"Module tensorflow.python.estimator.checkpoint_utils_test",62
"Module tensorflow.contrib.slim.python.slim.data.prefetch_queue",61
"Module distutils.dep_util",61
"Module keras.losses",61
"Module tensorflow.contrib.keras.python.keras.losses",61
"Module tensorflow.contrib.keras.python.keras.activations",61
"Module keras.activations",61
"Module email.errors",61
"Module tensorflow.python.tools.strip_unused",61
"Module tensorflow.contrib.graph_editor.tests.subgraph_test",60
"Module tensorflow.examples.learn.mnist",60
"Module tensorflow.tools.test.check_futures_test",60
"Module signal",60
"Module tensorflow.python.kernel_tests.matrix_inverse_op_test",60
"Module tensorflow.contrib.tensorboard.plugins.trace.trace_test",59
"Module tensorflow.python.training.summary_io",59
"Module tensorflow.contrib.input_pipeline.python.ops.input_pipeline_ops_test",59
"Module tensorflow.contrib.keras.python.keras.regularizers",59
"Module keras.regularizers",59
"Module tensorflow.compiler.tests.dynamic_stitch_test",59
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.k_feature_decisions_to_data_then_nn_test",59
"Module tensorflow.contrib.ndlstm.python.lstm2d_test",59
"Module six.moves.urllib_parse",59
"Module json.scanner",59
"Module tensorflow.tensorboard.backend.event_processing.event_file_loader_test",59
"Module tensorflow.examples.learn.text_classification_character_rnn",58
"Module tensorflow.contrib.ffmpeg.ffmpeg_ops",58
"Module tensorflow.python.training.slot_creator_test",58
"Module tensorflow.python.estimator.checkpoint_utils",58
"Module tensorflow.tools.common.traverse",58
"Module tensorflow.contrib.distributions.python.kernel_tests.operator_pd_diag_test",58
"Module tensorflow.python.kernel_tests.dense_update_ops_no_tsan_test",57
"Module tensorflow.examples.learn.multiple_gpu",57
"Module keras.preprocessing.sequence_test",57
"Module tensorflow.contrib.keras.python.keras.preprocessing.sequence_test",57
"Module tensorflow.examples.tutorials.mnist.mnist_softmax_xla",57
"Module tensorflow.contrib.factorization.python.kernel_tests.wals_solver_ops_test",57
"Module tensorflow.contrib.solvers.python.kernel_tests.linear_equations_test",57
"Module tensorflow.python.framework.registry",57
"Module tensorflow.examples.image_retraining.retrain_test",57
"Module tensorflow.examples.tutorials.monitors.iris_monitors",56
"Module tensorflow.contrib.layers.python.ops.sparse_ops",56
"Module ctypes.macholib.framework",56
"Module tensorflow.python.framework.sparse_tensor_test",56
"Module tensorflow.contrib.tensor_forest.hybrid.python.kernel_tests.k_feature_routing_function_op_test",56
"Module tensorflow.contrib.specs.python.summaries_test",56
"Module tensorflow.contrib.solvers.python.kernel_tests.lanczos_test",56
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.transform_test",55
"Module tensorflow.contrib.solvers.python.kernel_tests.util_test",55
"Module tensorflow.contrib.graph_editor.tests.edit_test",55
"Module tensorflow.python.debug.examples.debug_fibonacci",55
"Module tensorflow.contrib.slim.python.slim.data.dataset_data_provider",55
"Module tensorflow.contrib.learn.python.learn.utils.inspect_checkpoint",55
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.forest_to_data_then_nn_test",55
"Module tensorflow.python.kernel_tests.matrix_band_part_op_test",54
"Module tensorflow.contrib.saved_model.python.saved_model.reader_test",54
"Module tensorflow.python.estimator.run_config",54
"Module tensorflow.python.ops.data_flow_grad",54
"Module bijectors.softplus_impl",54
"Module tensorflow.contrib.distributions.python.ops.bijectors.softplus_impl",54
"Module tensorflow.contrib.distributions.python.kernel_tests.conditional_transformed_distribution_test",54
"Module tensorflow.tools.docs.py_guide_parser_test",54
"Module tensorflow.python.kernel_tests.determinant_op_test",54
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.inline_test",54
"Module tensorflow.python.platform.flags_test",54
"Module tensorflow.contrib.solvers.python.kernel_tests.least_squares_test",54
"Module tensorflow.python.kernel_tests.sparse_tensor_dense_matmul_grad_test",54
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.split_mask",53
"Module distutils.log",53
"Module tensorflow.python.kernel_tests.unique_op_test",53
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.binary_transform_test",53
"Module tensorflow.python.kernel_tests.string_to_hash_bucket_op_test",53
"Module tensorflow.contrib.learn.python.learn.ops.ops_test",53
"Module tensorflow.python.training.saver_test_utils",53
"Module tensorflow.python.debug.examples.debug_errors",53
"Module tensorflow.contrib.learn.python.learn.ops.losses_ops",53
"Module tensorflow.contrib.tfprof.python.tools.tfprof.tfprof_logger_test",53
"Module tfprof.tfprof_logger_test",53
"Module tensorflow.contrib.copy_graph.python.util.copy_test",53
"Module ctypes.macholib.dylib",53
"Module tensorflow.contrib.tensor_forest.client.eval_metrics_test",52
"Module tensorflow.python.training.quantize_training_test",52
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.sparsify",52
"Module tensorflow.contrib.tensor_forest.client.random_forest_test",52
"Module tensorflow.contrib.__init__",52
"Module tensorflow.contrib.learn.python.learn.preprocessing.tests.text_test",52
"Module unittest.signals",52
"Script expand_cmake_vars.py",52
"Module tensorflow.python.framework.errors_test",52
"Module tensorflow.compiler.tests.xla_device_test",51
"Module tensorflow.tensorboard.backend.event_processing.event_file_loader",51
"Module tensorflow.compiler.tests.random_ops_test",51
"Module tensorflow.python.debug.cli.offline_analyzer",51
"Module tensorflow.python.kernel_tests.bitcast_op_test",51
"Module keras.metrics",51
"Module tensorflow.python.summary.text_summary",51
"Module tensorflow.contrib.keras.python.keras.metrics",51
"Module tensorflow.contrib.linalg.python.kernel_tests.linear_operator_tril_test",50
"Module tensorflow.contrib.learn.python.learn.datasets.base_test",50
"Module tensorflow.contrib.distributions.python.kernel_tests.conditional_distribution_test",49
"Module tensorflow.contrib.ndlstm.python.misc_test",49
"Module tensorflow.contrib.labeled_tensor.python.ops.nn_test",49
"Module tensorflow.contrib.keras.python.keras.losses_test",49
"Module keras.losses_test",49
"Module tensorflow.python.kernel_tests.decode_raw_op_test",49
"Module tensorflow.examples.learn.iris_val_based_early_stopping",49
"Module tensorflow.contrib.distributions.python.ops.conditional_distribution",49
"Module tensorflow.tools.graph_transforms.python.transform_graph_test",49
"Module tensorflow.tools.dist_test.server.parse_cluster_spec_test",48
"Module lib2to3.pgen2.literals",48
"Module tensorflow.contrib.metrics.__init__",48
"Module tensorflow.contrib.learn.python.learn.trainable",48
"Module tensorflow.python.client.events_writer_test",48
"Module tensorflow.contrib.distributions.__init__",48
"Module urllib.response",48
"Module tensorflow.python.kernel_tests.logging_ops_test",48
"Module email.__init__",47
"Module tensorflow.contrib.keras.python.keras.regularizers_test",47
"Module keras.regularizers_test",47
"Module tensorflow.python.framework.errors",47
"Module tensorflow.python.kernel_tests.record_input_test",47
"Module tensorflow.python.summary.plugin_asset_test",47
"Module tensorflow.python.ops.summary_ops",47
"Module tensorflow.python.kernel_tests.aggregate_ops_test",47
"Module curses.__init__",46
"Module tensorflow.python.framework.graph_io",46
"Module tensorflow.python.training.gradient_descent",46
"Module tensorflow.contrib.opt.python.training.lazy_adam_optimizer",46
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.arithmetic_transform_test",45
"Module tensorflow.python.kernel_tests.identity_op_py_test",45
"Module tensorflow.python.ops.dequantize_op_test",45
"Module tensorflow.contrib.framework.python.framework.experimental",45
"Module tensorflow.python.ops.histogram_ops_test",45
"Module framework.experimental",45
"Module bijectors.exp_impl",44
"Module ops.prettyprint_ops_test",44
"Module tensorflow.examples.learn.iris_custom_model",44
"Module tensorflow.contrib.framework.python.ops.prettyprint_ops_test",44
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.boolean_mask_test",44
"Module tensorflow.contrib.distributions.python.ops.bijectors.exp_impl",44
"Module tensorflow.python.kernel_tests.softsign_op_test",44
"Module tensorflow.python.kernel_tests.in_topk_op_test",44
"Module tensorflow.python.kernel_tests.random_crop_test",44
"Module tensorflow.python.platform.gfile",44
"Module tensorflow.contrib.metrics.python.metrics.classification",43
"Module tensorflow.contrib.ffmpeg.encode_audio_op_test",43
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.sigmoid_test",43
"Module tensorflow.python.ops.numerics",43
"Module metrics.classification",43
"Module nturl2path",43
"Module tensorflow.contrib.training.python.training.sampling_ops_threading_test",42
"Module ctypes._endian",42
"Module email.encoders",42
"Module io",42
"Module tensorflow.tools.common.traverse_test",42
"Module tensorflow.python.debug.cli.ui_factory",42
"Module tensorflow.python.kernel_tests.where_op_test",42
"Module tensorflow.contrib.graph_editor.tests.match_test",42
"Module tensorflow.contrib.sparsemax.python.ops.sparsemax",42
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.power_transform_test",42
"Module tensorflow.contrib.tensor_forest.hybrid.python.models.hard_decisions_to_data_then_nn",42
"Module tensorflow.tensorboard.backend.json_util",41
"Module tensorflow.contrib.tensor_forest.hybrid.python.layers.decisions_to_data_test",41
"Module tensorflow.python.kernel_tests.summary_audio_op_test",41
"Module tensorflow.contrib.framework.python.framework.experimental_test",40
"Module tensorflow.contrib.tensor_forest.hybrid.python.layers.fully_connected",40
"Module tensorflow.python.training.server_lib_same_variables_clear_container_test",40
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.csv_parser",40
"Module tensorflow.contrib.slim.python.slim.queues",40
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.example_parser",40
"Module tensorflow.python.kernel_tests.conv3d_backprop_filter_v2_grad_test",40
"Module tensorflow.python.kernel_tests.conv2d_backprop_filter_grad_test",40
"Module keras.layers.serialization",40
"Module tensorflow.contrib.keras.python.keras.layers.serialization",40
"Module framework.experimental_test",40
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.unary_transform_test",40
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.batch_test",39
"Module tensorflow.tensorboard.backend.process_graph",39
"Module tensorflow.python.training.basic_loops",39
"Module tensorflow.compiler.tests.reverse_ops_test",39
"Module tensorflow.contrib.learn.python.learn.estimators.__init__",39
"Module urllib.error",39
"Module tensorflow.contrib.learn.python.learn.tests.dataframe.series_test",39
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.hashes",39
"Module tensorflow.contrib.keras.python.keras.utils.np_utils",38
"Module keras.utils.np_utils",38
"Module tensorflow.contrib.learn.python.learn.datasets.text_datasets",38
"Module tkinter.dialog",38
"Module tensorflow.tools.common.public_api_test",38
"Module tensorflow.contrib.deprecated.summaries_test",37
"Module tensorflow.contrib.keras.python.keras.metrics_test",37
"Module tensorflow.contrib.learn.python.learn.preprocessing.tests.categorical_vocabulary_test",37
"Module keras.metrics_test",37
"Module tensorflow.contrib.stat_summarizer.python.stat_summarizer_test",37
"Module tensorflow.contrib.distributions.python.ops.bijectors.identity_impl",37
"Module tensorflow.examples.tutorials.input_fn.boston",37
"Module tensorflow.contrib.learn.python.learn.dataframe.transforms.densify",37
"Module tensorflow.contrib.framework.python.ops.ops_test",37
"Module ops.ops_test",37
"Module bijectors.identity_impl",37
"Module tensorflow.python.framework.framework_lib",37
"Module tensorflow.python.tools.print_selective_registration_header",37
"Module tensorflow.python.layers.utils_test",37
"Module tensorflow.python.kernel_tests.division_future_test",36
"Module tensorflow.python.saved_model.main_op_impl",36
"Module tensorflow.tools.quantization.graph_to_dot",36
"Module tensorflow.tensorboard.plugins.base_plugin",35
"Module tensorflow.python.kernel_tests.division_past_test",35
"Module keras.layers.advanced_activations_test",35
"Module tensorflow.contrib.keras.python.keras.layers.advanced_activations_test",35
"Module tensorflow.contrib.learn.python.learn.grid_search_test",35
"Module tensorflow.compiler.tests.nullary_ops_test",35
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.exp_test",35
"Module email.mime.image",35
"Module keras.datasets.cifar100",35
"Module tensorflow.contrib.keras.python.keras.datasets.cifar100",35
"Module tensorflow.contrib.memory_stats.python.kernel_tests.memory_stats_ops_test",35
"Module tensorflow.contrib.sparsemax.python.ops.sparsemax_loss",35
